id,year_month,division,display_name,scoring_mode,is_active,created_at
62c19bea-94b2-418e-8cc4-79dd9c67eae8,2026-02,boys,טורניר כדורגל רמדאן 2026,football,t,2026-05-18 18:04:20.606
