id,season_id,slot_key,round,slot_order,match_id,team1_id,team2_id
19414354-4cb5-4ed0-b603-a35d7f98ffd7,62c19bea-94b2-418e-8cc4-79dd9c67eae8,match-201,quarterfinals,0,,1,8
6d54bd19-ff37-4de0-9725-7b0548d8cbd1,62c19bea-94b2-418e-8cc4-79dd9c67eae8,match-202,quarterfinals,1,,2,7
caef2b70-956a-407f-afac-e01ea151647d,62c19bea-94b2-418e-8cc4-79dd9c67eae8,match-203,quarterfinals,2,,3,6
97bec2ba-1f29-4ba4-b384-7f7608825e60,62c19bea-94b2-418e-8cc4-79dd9c67eae8,match-204,quarterfinals,3,,4,5
